E_eV,f1,f2
70.402,13.0894,13.4531
70.504,12.9247,13.2853
70.602,12.6401,13.0819
70.702,12.1891,12.9221
70.804,11.4431,12.9263
70.901,10.7844,13.3802
71.103,10.4246,15.4611
71.202,10.8735,16.193
71.303,11.5055,16.5954
71.402,12.0312,16.7644
71.502,12.5481,16.7889
71.602,12.7828,16.746
72.404,14.3857,16.032
73.3107,14.976,15.3641
73.404,15.0146,15.2975
73.802,15.0403,14.8915
74.001,14.8596,14.6719
74.104,14.6283,14.6164
74.201,14.3528,14.6789
74.302,14.1152,14.9851
74.404,14.1092,15.4141
74.501,14.2811,15.734
74.604,14.5726,15.936
74.702,14.844,16.0147
74.802,15.0892,16.0084
75.002,15.4546,15.8972
75.702,16.1255,15.4166
76.604,16.5154,14.9121
77.004,16.6281,14.7565
77.602,16.79,14.6041
78.5738,17.1077,14.2944
79.5578,17.3394,13.9912
79.903,17.3899,13.8873
80.603,17.5335,13.7545
81.6124,17.7403,13.6019
82.201,17.9115,13.5146
83.202,18.1887,13.2908
84.244,18.4602,13.0303
85.299,18.7018,12.7751
86.3672,18.9449,12.5157
87.4488,19.1907,12.2532
88.406,19.4457,12.0228
89.102,19.6317,11.7799
90.2179,19.8639,11.3439
91.302,20.0068,10.9406
92.103,20.1176,10.6595
93.103,20.1935,10.2275
94.202,20.1769,9.77441
95.3817,20.108,9.40505
96.5762,20.0444,9.04963
97.7857,19.9445,8.70767
97.804,19.9421,8.70263
98.803,19.8391,8.49012
100.04,19.7501,8.28042
101.293,19.7305,8.03698
102.562,19.6894,7.77004
103.699,19.6671,7.53587
104.899,19.6019,7.23645
106.213,19.4848,6.90523
107.004,19.3785,6.71493
107.804,19.2585,6.54322
107.951,19.149,6.56616
109.303,19.2,6.30188
109.517,19.1781,6.26132
110.023,19.044,6.15763
110.531,18.965,6.0805
111.534,18.8102,5.89731
112.931,18.5761,5.67968
114.035,18.3848,5.51514
114.536,18.2969,5.45441
115.035,18.2053,5.38324
116.035,18.0069,5.27388
117.034,17.8125,5.194
118.5,17.5453,5.09964
119.984,17.2953,5.02916
121.035,17.1226,4.98074
122.537,16.8826,4.92751
124.035,16.6443,4.88361
125.588,16.4035,4.86118
127.161,16.1666,4.84635
128.754,15.9342,4.84307
130.366,15.7027,4.85082
131.999,15.4728,4.86921
133.652,15.2563,4.89162
135.326,15.0359,4.91424
137.02,14.8059,4.93695
138.736,14.5509,4.97933
140.038,14.3515,5.01781
141.538,14.1219,5.09079
143.311,13.8578,5.21111
145.105,13.6143,5.35953
146.922,13.3939,5.52603
148.762,13.1991,5.70093
150.625,13.0371,5.86803
152.512,12.8828,6.01792
154.422,12.7216,6.15096
156.356,12.5439,6.27646
158.314,12.3309,6.4184
160.296,12.1056,6.58321
162.043,11.9046,6.74745
164.042,11.6802,6.96804
166.096,11.4652,7.2231
168.176,11.2659,7.50356
170.283,11.0905,7.79949
172.415,10.9341,8.1071
174.574,10.7934,8.42683
176.761,10.669,8.75919
178.044,10.6047,8.95836
179.042,10.5549,9.11481
179.546,10.5273,9.18792
179.87,10.5133,9.2562
180.449,10.49,9.34455
180.993,10.4759,9.45831
181.509,10.4743,9.52736
182.529,10.4589,9.70698
184.04,10.4484,9.93579
185.036,10.4303,10.0736
186.545,10.4449,10.3296
187.542,10.4451,10.4483
188.552,10.4416,10.592
189.037,10.4482,10.6779
190.044,10.4551,10.7921
190.545,10.4605,10.8806
191.046,10.4768,10.9145
192.044,10.4513,11.0766
192.547,10.4809,11.1271
193.543,10.4773,11.2591
194.046,10.499,11.309
196.476,10.4729,11.6406
198.038,10.4921,11.8566
198.552,10.4901,11.892
199.044,10.4884,12.0119
199.542,10.5413,12.0984
200.049,10.5627,12.1161
200.539,10.5718,12.1932
201.042,10.5698,12.2368
201.553,10.5933,12.3343
202.042,10.6277,12.3942
202.543,10.6328,12.4024
203.542,10.6666,12.5702
204.548,10.7208,12.6399
205.542,10.7425,12.7537
207.052,10.799,12.8849
207.542,10.8173,12.9558
208.047,10.8047,12.9526
209.554,10.8305,13.0833
210.543,10.8201,13.1685
211.053,10.8451,13.2513
211.542,10.8351,13.2349
212.05,10.8323,13.3178
212.546,10.8356,13.3608
213.052,10.8439,13.3748
214.047,10.7964,13.4998
215.051,10.7816,13.586
215.547,10.7865,13.6693
217.04,10.7413,13.7872
218.054,10.6988,13.9577
218.543,10.7167,14.0103
219.539,10.705,14.1698
220.052,10.7447,14.2254
220.539,10.7254,14.2456
221.043,10.708,14.3007
222.058,10.6611,14.4971
222.546,10.6776,14.5383
223.044,10.6827,14.6587
224.054,10.6878,14.7916
224.543,10.721,14.8998
225.548,10.7436,14.9895
226.545,10.7156,15.145
227.05,10.7394,15.2578
227.552,10.7508,15.3252
228.049,10.7957,15.4264
228.548,10.8193,15.4824
229.049,10.8208,15.5046
229.545,10.8125,15.6638
230.042,10.8498,15.6849
230.558,10.927,15.8494
232.046,10.9977,15.9829
233.049,11.0442,16.1341
233.549,11.0705,16.1677
234.536,11.0747,16.3404
235.055,11.134,16.4735
236.05,11.2581,16.5027
236.538,11.2444,16.584
237.045,11.2831,16.7042
237.554,11.3349,16.7015
238.057,11.3852,16.8097
239.539,11.4284,16.9699
240.05,11.4907,17.0795
240.542,11.5696,17.1123
241.057,11.5621,17.0964
241.544,11.5771,17.2161
242.55,11.7031,17.3597
243.038,11.7686,17.3271
244.044,11.7768,17.5481
244.56,11.9102,17.5047
246.056,11.9374,17.6666
246.554,11.9844,17.6452
247.049,12.0171,17.7424
247.546,12.0674,17.7736
248.045,12.0651,17.7381
248.537,12.0485,17.8758
249.541,12.1867,17.9526
250.044,12.1675,17.9564
250.548,12.241,18.0843
252.045,12.2979,18.2029
252.549,12.3739,18.2616
253.049,12.3709,18.2508
253.561,12.3907,18.2959
254.546,12.4049,18.4673
255.54,12.5089,18.5394
256.561,12.5797,18.6742
257.048,12.6147,18.6584
257.545,12.5988,18.7733
258.045,12.6125,18.7882
260.055,12.8543,19.0671
261.066,12.9068,19.0517
262.054,13.0014,19.2708
262.55,13.0536,19.2391
263.043,13.0924,19.3411
263.554,13.1391,19.2943
264.046,13.126,19.3977
266.048,13.4151,19.5534
266.56,13.439,19.5663
267.541,13.5218,19.6482
268.042,13.5961,19.6739
268.551,13.6347,19.6228
269.062,13.6508,19.6814
269.558,13.6934,19.6739
270.001,13.7118,19.7075
270.518,13.7263,19.7026
272.022,13.8047,19.7768
272.523,13.8019,19.7842
273.024,13.8327,19.8573
273.522,13.839,19.8478
274.524,13.8869,19.9269
277.021,13.9694,20.0902
280.49,14.1018,20.374
280.522,14.1041,20.3766
281.024,14.1869,20.4495
283.025,14.2718,20.5138
284.025,14.3272,20.6231
284.524,14.3914,20.5895
286.525,14.3553,20.7728
287.524,14.4464,20.8639
288.023,14.4355,20.8627
289.022,14.5162,21.0262
289.524,14.5738,21.0627
290.024,14.6424,21.0251
292.523,14.6839,21.2944
294.525,14.8426,21.3978
295.024,14.8723,21.3944
296.022,14.8741,21.4627
299.025,14.986,21.6652
299.523,14.9548,21.7373
301.025,15.0191,21.8366
304.025,15.1554,22.1317
305.024,15.2058,22.196
305.523,15.2112,22.3102
306.023,15.1566,22.28
308.522,15.3163,22.5835
312.386,15.5659,22.9862
315.028,15.7356,23.2628
316.522,15.8696,23.4626
319.025,16.1043,23.7014
322.027,16.3495,23.899
326.06,16.7054,24.2578
330.143,17.1263,24.5763
334.278,17.5253,24.7762
336.527,17.7158,24.8846
338.021,17.7785,24.898
340.524,17.9044,25.0476
344.789,18.1359,25.4556
349.106,18.5358,25.8008
350.528,18.6582,25.9053
351.531,18.7825,26.0039
354.53,19.1027,26.1781
358.97,19.5593,26.4009
361.029,19.7693,26.504
365.025,20.1245,26.5892
369.596,20.4335,26.8335
374.225,20.8301,27.0801
378.912,21.2988,27.3119
383.657,21.7732,27.4714
385.529,21.949,27.534
389.533,22.2969,27.6538
394.411,22.726,27.8183
399.351,23.2168,27.961
404.352,23.7423,27.9901
409.416,24.1127,27.9697
414.543,24.4167,28.0026
419.735,24.6917,28.0819
424.991,25.0122,28.2305
430.313,25.3589,28.3879
435.702,25.761,28.5534
441.159,26.1855,28.6772
446.684,26.6038,28.7582
452.278,26.9949,28.8328
457.942,27.3683,28.9218
463.677,27.7747,29.0359
466.011,27.9602,29.082
467.012,28.0161,29.06
468.01,28.1334,29.1395
472.009,28.4359,29.1478
473.519,28.5606,29.1664
474.012,28.6222,29.1352
475.011,28.6832,29.1592
476.014,28.7761,29.117
478.01,28.9525,29.1283
483.996,29.2806,28.9917
484.011,29.2813,28.9914
489.499,29.4938,28.9229
491.515,29.5606,28.9327
497.009,29.7602,28.9519
499.012,29.8142,28.9275
502.539,29.8739,29.0131
506.031,29.9305,29.0576
508.539,29.9354,29.1308
509.531,29.9253,29.1829
513.038,29.8714,29.3886
515.536,29.8493,29.7109
519.03,30.1602,30.4633
521.028,30.5444,30.5613
523.536,30.8474,30.7254
525.534,31.1864,31.0205
527.524,31.6888,31.1282
530.037,32.2599,30.9938
533.028,32.7125,30.7042
536.53,32.9695,30.3587
540.534,33.1407,30.2745
545.038,33.3449,30.2614
546.034,33.4749,30.299
550.531,33.874,30.324
554.537,34.3344,30.2284
557.528,34.6538,30.0502
558.538,34.7856,29.9338
559.033,34.7592,29.81
559.994,34.6999,29.7807
560.547,34.7607,29.8803
561.037,34.8189,29.6775
561.528,34.7669,29.7582
562.029,34.7612,29.6857
563.522,34.8065,29.6575
565.036,34.8451,29.614
565.53,34.8753,29.7422
566.037,34.9004,29.593
567.03,34.8792,29.5477
567.528,34.9197,29.6131
568.031,34.9101,29.5603
568.546,34.9863,29.6135
570.034,35.0165,29.6196
572.039,35.147,29.5408
572.537,35.0747,29.6011
575.021,35.2945,29.5029
576.037,35.2834,29.5791
578.029,35.4424,29.542
578.542,35.4652,29.4904
579.043,35.5136,29.5428
581.035,35.5331,29.464
581.536,35.5897,29.5001
583.028,35.6373,29.4218
585.043,35.6872,29.4909
586.043,35.7456,29.419
586.526,35.7629,29.4678
587.037,35.7817,29.4036
587.536,35.862,29.5076
589.036,35.9169,29.4218
589.542,35.9603,29.4498
590.041,36.0302,29.3708
593.039,36.003,29.4018
594.537,36.0305,29.3493
595.026,36.1747,29.3817
599.043,36.3793,29.3635
599.521,36.349,29.3063
600.037,36.3281,29.3649
601.542,36.46,29.3381
602.038,36.4428,29.4014
602.544,36.4473,29.3395
604.025,36.4797,29.3332
605.026,36.5188,29.3734
606.03,36.5244,29.3828
606.528,36.5753,29.4239
607.537,36.616,29.4165
612.529,36.8735,29.6071
614.054,36.9755,29.621
616.03,37.2097,29.6706
617.554,37.3425,29.6839
618.024,37.4102,29.6377
620.533,37.5582,29.5912
625.537,37.9706,29.4209
627.029,37.9361,29.4213
627.538,38.0321,29.3754
631.042,38.1297,29.3551
631.537,38.2889,29.3137
632.033,38.089,29.3514
639.948,38.765,29.2286
641.543,38.8508,29.2041
642.034,38.7537,29.2399
650.074,39.482,29.0472
650.532,39.4638,29.0364
651.021,39.5195,28.987
659.049,39.541,28.8595
660.545,39.6442,28.8665
664.037,39.8894,28.7861
664.552,39.8648,28.8115
665.533,39.9515,28.7605
667.041,40.0153,28.745
668.03,40.0081,28.6935
676.396,40.3829,28.5295
680.05,40.5193,28.4588
682.521,40.5795,28.4005
683.538,40.6083,28.4035
692.098,40.9799,28.246
693.551,40.9678,28.2196
695.036,41.013,28.1817
695.551,41.0758,28.2129
704.037,41.1953,28.0911
705.549,41.1581,28.103
706.535,41.1411,28.2035
707.549,41.3019,28.4159
708.54,41.4861,28.3417
709.528,41.5626,28.2332
713.043,41.6631,28.1017
718.512,41.7509,28.0594
720.533,41.7886,28.1606
725.044,41.9364,28.1225
734.124,42.5173,28.2037
736.539,42.6806,28.2252
740.036,42.8617,28.1818
749.304,43.3903,27.9565
752.561,43.53,27.8783
757.039,43.7356,27.847
758.539,43.8751,27.8061
759.554,43.9003,27.805
760.022,44.0295,27.7506
767.058,44.1407,27.6095
769.048,44.3177,27.5585
776.062,44.6194,27.2587
785.781,44.9741,27.0132
795.622,45.3033,26.77
805.585,45.6228,26.5289
815.674,45.9328,26.2901
825.889,46.2355,26.0533
836.232,46.5325,25.8187
846.705,46.8268,25.569
857.308,47.1021,25.3183
868.045,47.3658,25.07
878.916,47.6203,24.8242
889.923,47.8672,24.5808
901.068,48.1081,24.3397
912.352,48.3456,24.1011
923.778,48.5845,23.8622
935.347,48.8167,23.6028
947.06,49.0331,23.3463
958.921,49.236,23.0925
970.93,49.4315,22.8415
983.089,49.6201,22.5932
995.401,49.8071,22.3477
1007.87,49.9932,22.1048
1020.49,50.175,21.8526
1033.27,50.3486,21.583
1046.21,50.5027,21.3166
1059.31,50.6447,21.0535
1072.58,50.7766,20.7937
1086.01,50.8996,20.5371
1099.61,51.0141,20.2837
1113.38,51.1208,20.0334
1127.32,51.22,19.7861
1141.44,51.3121,19.542
1155.74,51.3973,19.3008
1170.21,51.4759,19.0626
1184.87,51.5482,18.8274
1199.7,51.6145,18.595
1214.73,51.6752,18.3655
1229.94,51.7311,18.1389
1245.34,51.7846,17.915
1260.94,51.8347,17.6842
1276.73,51.8717,17.4501
1292.72,51.8987,17.2191
1308.91,51.9152,16.9911
1325.3,51.9231,16.7661
1341.9,51.9226,16.5442
1358.7,51.9137,16.3252
1375.72,51.8965,16.109
1392.95,51.8709,15.8958
1410.39,51.8369,15.6853
1428.06,51.7943,15.4777
1445.94,51.743,15.2727
1464.05,51.6824,15.0706
1482.38,51.6175,14.871
1500.95,51.5439,14.6693
1519.74,51.4559,14.4639
1538.78,51.3513,14.2614
1558.05,51.233,14.0617
1577.56,51.1005,13.8649
1597.32,50.953,13.6707
1617.32,50.7897,13.4793
1637.57,50.6095,13.2906
1658.08,50.4113,13.1045
1678.85,50.1935,12.921
1699.87,49.9543,12.7401
1721.16,49.692,12.5617
1742.72,49.4078,12.3858
1764.54,49.0939,12.2066
1786.64,48.7424,12.0248
1809.01,48.3487,11.8458
1831.67,47.9086,11.6694
1854.61,47.4149,11.4957
1877.83,46.8583,11.3245
1901.35,46.2262,11.1559
1925.16,45.5017,10.9898
1949.27,44.661,10.8262
1973.68,43.6695,10.665
1998.4,42.4735,10.5063
2023.43,40.984,10.3498
2048.77,39.0339,10.1958
2074.42,36.2411,10.0379
2100.4,31.2687,9.87915
2121.5,0.667503,9.75349
2121.7,0.666023,27.4327
2126.71,22.6753,27.3448
2153.34,31.7405,26.8853
2180.31,32.4355,26.4334
2201.8,13.2699,26.0827
2202,13.2905,38.5415
2207.61,29.8311,38.4008
2235.26,38.7865,37.7202
2263.25,42.7121,37.0517
2291.6,45.4415,36.395
2320.29,47.5585,35.75
2349.35,49.2838,35.1163
2378.77,50.7275,34.494
2408.56,51.9522,33.8827
2438.73,52.9957,33.2821
2469.27,53.8791,32.6923
2500.19,54.6107,32.1129
2531.5,55.1829,31.5437
2563.21,55.5609,30.9847
2595.31,55.6368,30.4355
2627.81,54.6098,29.8961
2645.3,48.0172,29.6125
2645.5,48.0334,34.2625
2660.72,55.3993,33.9758
2694.04,57.74,33.3619
2727.78,59.0915,32.7592
2761.94,60.1177,32.1673
2796.53,60.9601,31.5861
2831.55,61.6725,31.0154
2867.01,62.2786,30.4551
2902.92,62.7857,29.9048
2939.27,63.1838,29.3645
2976.08,63.4224,28.834
3013.35,63.1789,28.313
3026.4,60.6491,28.1344
3026.6,60.6568,29.8712
3051.09,63.9913,29.5289
3089.3,64.9245,29.0081
3127.99,65.558,28.4965
3167.16,66.0572,27.9938
3206.82,66.4511,27.5001
3246.98,66.713,27.0151
3287.65,66.5133,26.5386
3295.9,64.9895,26.4436
3296.1,64.9917,27.5852
3328.82,67.4276,27.2041
3370.51,68.1069,26.7314
3412.72,68.6239,26.2669
3455.46,69.0677,25.8105
3498.73,69.4644,25.362
3542.55,69.8261,24.9213
3586.91,70.1601,24.4883
3631.83,70.4708,24.0628
3677.31,70.7622,23.6437
3723.37,71.0346,23.2287
3770,71.289,22.8211
3817.21,71.528,22.4205
3865.01,71.7552,22.027
3913.42,71.9728,21.6397
3962.43,72.1769,21.2501
4012.05,72.3643,20.8675
4062.29,72.5394,20.4917
4113.17,72.7035,20.1228
4164.68,72.8575,19.7605
4216.83,73.002,19.4047
4269.64,73.1379,19.0554
4323.11,73.2657,18.7122
4377.25,73.3875,18.3753
4432.07,73.5026,18.0445
4487.58,73.6115,17.7142
4543.78,73.7091,17.3881
4600.68,73.798,17.0691
4658.3,73.8813,16.7604
4716.64,73.9613,16.4574
4775.7,74.0374,16.1598
4835.51,74.1106,15.8675
4896.07,74.1913,15.5796
4957.38,74.2632,15.2583
5019.47,74.2914,14.9769
5082.33,74.348,14.6961
5145.98,74.3647,14.4093
5210.42,74.4042,14.173
5275.67,74.4628,13.9123
5341.74,74.5079,13.6317
5408.64,74.4973,13.3607
5476.38,74.506,13.1401
5544.96,74.5328,12.893
5614.4,74.545,12.666
5684.71,74.5807,12.4364
5755.9,74.6138,12.1894
5827.99,74.6113,11.9191
5900.97,74.5887,11.7264
5974.87,74.6326,11.5014
6049.7,74.6249,11.2505
6125.46,74.5849,11.0267
6202.17,74.5539,10.8429
6279.85,74.56,10.6457
6358.49,74.5604,10.4335
6438.12,74.5242,10.214
6518.75,74.4975,10.0376
6600.39,74.481,9.84444
6683.05,74.4445,9.66171
6766.74,74.4243,9.48783
6851.48,74.4043,9.30437
6937.29,74.3727,9.12446
7024.16,74.3386,8.948
7112.13,74.3018,8.77498
7201.2,74.2623,8.6053
7291.38,74.2184,8.4389
7382.7,74.1723,8.27856
7475.15,74.1261,8.12198
7568.77,74.0792,7.96781
7663.55,74.0301,7.81456
7759.53,73.978,7.66426
7856.7,73.9229,7.51685
7955.1,73.8654,7.37226
8054.72,73.8053,7.23047
8155.59,73.7427,7.0914
8257.73,73.6783,6.95501
8361.14,73.6132,6.81697
8465.85,73.5307,6.6808
8571.88,73.4502,6.56255
8679.22,73.3794,6.43623
8787.92,73.3002,6.31128
8897.97,73.2207,6.18507
9009.41,73.1245,6.05424
9122.23,73.0198,5.93682
9236.47,72.9149,5.82168
9352.15,72.8049,5.70878
9469.27,72.6882,5.59806
9587.86,72.5643,5.48948
9707.93,72.4316,5.38301
9829.5,72.2896,5.28127
9952.6,72.1447,5.17975
10077.2,71.9863,5.07209
10203.4,71.8062,4.96666
10331.2,71.6058,4.85627
10460.6,71.3774,4.74564
10591.6,71.1097,4.63864
10724.3,70.7969,4.54054
10858.6,70.437,4.45091
10994.5,70.0046,4.35743
11132.2,69.4384,4.26331
11271.6,68.6532,4.17755
11412.8,67.3261,4.08224
11555.7,61.0919,3.98894
11562.7,52.4056,3.98451
11562.9,52.4067,10.4614
11700.5,67.3026,10.2333
11847,68.7771,9.99875
11995.3,69.5856,9.78289
12145.6,70.1129,9.5717
12297.7,70.4707,9.36504
12451.7,70.705,9.16287
12607.6,70.8381,8.96506
12765.5,70.8436,8.74515
12925.4,70.6735,8.5512
13087.2,70.2219,8.3718
13251.1,68.1761,8.19619
13271.8,62.802,8.17448
13272,62.8022,11.3481
13417.1,70.2621,11.1742
13585.1,71.0827,10.9785
13755.3,71.2304,10.7862
13880.6,69.1967,10.6481
13880.8,69.1982,11.9251
13927.5,71.4881,11.8698
14101.9,72.5067,11.6674
14278.5,73.1269,11.4684
14341.2,73.3277,11.3992
14406.9,73.4602,11.2764
14587.3,73.8624,11.0642
14770,74.1978,10.856
14955,74.4947,10.6517
15142.2,74.7626,10.4513
15331.9,75.008,10.2546
15523.9,75.2316,10.0542
15718.3,75.4333,9.85361
15915.1,75.6155,9.65701
16114.5,75.7816,9.46431
16316.3,75.9337,9.27549
16520.6,76.0735,9.09043
16727.5,76.2023,8.90905
16937,76.3212,8.7313
17149.1,76.431,8.55707
17363.9,76.5327,8.38635
17581.3,76.6267,8.21902
17801.5,76.7139,8.05504
18024.4,76.7946,7.89433
18250.1,76.8695,7.7368
18478.7,76.9388,7.58244
18710.1,77.0031,7.43115
18944.4,77.0626,7.28289
19181.7,77.1176,7.13759
19421.9,77.1685,6.99516
19665.1,77.2154,6.85559
19911.4,77.2586,6.71881
20160.8,77.298,6.58496
20413.2,77.3344,6.45456
20668.9,77.3683,6.32676
20927.7,77.3997,6.20149
21189.8,77.4286,6.0787
21455.2,77.4552,5.95834
21723.9,77.4795,5.84035
21995.9,77.5018,5.72471
22271.4,77.5221,5.61136
22550.3,77.5408,5.50025
22832.7,77.5578,5.39135
23118.7,77.5733,5.28408
23408.2,77.587,5.17841
23701.3,77.5989,5.07485
23998.2,77.6091,4.97336
24298.7,77.6176,4.8739
24603,77.6238,4.77667
24911.1,77.6293,4.68342
25223.1,77.6355,4.592
25539,77.6415,4.50235
25858.8,77.6479,4.41446
26182.6,77.6562,4.32827
26510.5,77.6629,4.23758
26842.5,77.6675,4.14676
27178.7,77.6689,4.05789
27519.1,77.6679,3.97092
27863.7,77.6655,3.88581
28212.7,77.6618,3.80253
28566,77.6571,3.72103
28923.7,77.6515,3.64129
29285.9,77.645,3.56324
29652.7,77.6385,3.48687
30000,77.6329,3.41691
