E_eV,f1,f2
720.64,17.1603,13.7493
726.54,17.3057,13.5207
728.29,17.261,13.4002
732.17,17.2867,13.354
736.06,17.1698,13.3977
737.37,17.2259,13.3577
749.068,17.753,13.7827
752.11,17.9877,13.8943
753.49,17.9684,13.8453
755.38,18.193,13.9173
756.28,18.2103,13.8498
759.05,18.4663,13.8537
759.97,18.4719,13.7859
762.79,18.7134,13.7805
763.71,18.7278,13.7122
764.68,18.8082,13.7485
765.63,18.8589,13.6805
766.58,18.9354,13.7164
767.53,18.9894,13.648
768.91,19.1656,13.7011
770.84,19.2985,13.3544
772.3,19.316,13.3988
773.28,19.2947,13.3298
775.64,19.4864,13.313
778.57,19.6385,13.0939
780.1,19.7494,13.0425
781.51,19.7044,12.8729
784.53,19.8501,12.7579
787.46,19.8273,12.5331
789.99,19.8739,12.3976
791.99,19.77,12.3507
793.01,19.8541,12.2686
794.53,19.7247,12.3118
795.6,19.8403,12.2399
796.64,19.7456,12.2756
797.6,19.8706,12.1918
799.14,19.7455,12.2351
800.15,19.8903,12.1517
801.22,19.7733,12.1877
802.28,19.9243,12.1047
803.84,19.7916,12.1581
804.29,20.0007,12.0555
805.38,19.827,12.0918
806.42,19.9804,12.0078
807.41,19.837,12.0325
808.51,20.0082,11.9589
809.61,19.8407,11.9852
810.68,20.0439,11.9009
811.69,19.8326,11.9358
812.76,20.1246,11.8511
825.654,19.7656,11.9652
838.752,20.2201,12.0555
852.058,20.6672,11.7593
865.576,21.03,11.4703
879.307,21.3052,11.1885
893.257,21.5346,10.9136
907.428,21.7376,10.6454
921.823,21.9143,10.3838
936.448,22.0769,10.1412
951.304,22.2283,9.9051
966.395,22.3695,9.67445
981.726,22.5013,9.44916
997.301,22.6237,9.22913
1013.12,22.7374,9.01421
1029.19,22.8432,8.8043
1045.52,22.9416,8.5993
1062.11,23.0331,8.39905
1078.96,23.1183,8.20346
1096.07,23.1974,8.01244
1113.46,23.2711,7.82585
1131.13,23.3396,7.64363
1149.07,23.4032,7.46563
1167.3,23.4623,7.29179
1185.82,23.5172,7.12199
1204.63,23.5681,6.95614
1223.74,23.6153,6.79416
1243.16,23.6591,6.63595
1262.88,23.6997,6.48143
1282.91,23.7372,6.3305
1303.26,23.772,6.18309
1323.94,23.8042,6.0391
1344.94,23.8341,5.89847
1366.28,23.8618,5.76113
1387.95,23.8876,5.62697
1409.97,23.9117,5.49594
1432.34,23.9342,5.36796
1455.06,23.9572,5.24296
1478.15,23.9801,5.12087
1501.6,24.004,4.99709
1525.42,24.0239,4.86847
1549.62,24.0374,4.74317
1574.2,24.0473,4.62108
1599.18,24.0543,4.50214
1624.55,24.0589,4.38626
1650.32,24.0614,4.27337
1676.5,24.062,4.16338
1703.1,24.0609,4.05622
1730.11,24.0582,3.95181
1757.56,24.0542,3.8501
1785.44,24.049,3.751
1813.77,24.0425,3.65446
1842.54,24.0351,3.5604
1871.77,24.0267,3.46876
1901.47,24.0174,3.37948
1931.63,24.0073,3.29249
1962.28,23.9966,3.20775
1993.41,23.9853,3.12518
2025.03,23.9735,3.04475
2057.16,23.9622,2.96638
2089.79,23.9507,2.89003
2122.94,23.9386,2.81229
2156.62,23.9247,2.7365
2190.84,23.9094,2.66274
2225.59,23.8933,2.59097
2260.9,23.8763,2.52114
2296.77,23.8587,2.45318
2333.2,23.8405,2.38707
2370.22,23.8218,2.32273
2407.82,23.8026,2.26012
2446.02,23.783,2.19921
2484.82,23.7629,2.13993
2524.24,23.7426,2.08225
2564.29,23.7219,2.02613
2604.97,23.7008,1.97152
2646.29,23.6795,1.91838
2688.28,23.658,1.86668
2730.92,23.6361,1.81637
2774.25,23.614,1.76741
2818.26,23.5917,1.71977
2862.97,23.5691,1.67342
2908.39,23.5463,1.62831
2954.53,23.5232,1.58443
3001.4,23.5,1.54173
3049.01,23.4765,1.50017
3097.38,23.4527,1.45974
3146.52,23.4287,1.42039
3196.44,23.4044,1.38211
3247.15,23.3799,1.34486
3298.66,23.355,1.30861
3350.99,23.3299,1.27334
3404.15,23.3044,1.23902
3458.16,23.2785,1.20562
3513.02,23.2523,1.17313
3568.75,23.2256,1.14151
3625.37,23.1985,1.11074
3682.88,23.1709,1.0808
3741.31,23.1427,1.05167
3800.66,23.1139,1.02333
3860.95,23.0845,0.995747
3922.2,23.0542,0.968907
3984.43,23.0232,0.942793
4047.64,22.9913,0.917383
4111.85,22.9584,0.892655
4177.08,22.9243,0.868596
4243.35,22.889,0.845186
4310.66,22.8522,0.822404
4379.05,22.8139,0.800239
4448.52,22.7737,0.778671
4519.09,22.7316,0.757684
4590.78,22.687,0.737261
4663.61,22.6398,0.71739
4737.6,22.5895,0.698055
4812.76,22.5356,0.679239
4889.11,22.4774,0.660932
4966.67,22.4142,0.643119
5045.46,22.345,0.625786
5125.5,22.2684,0.608918
5206.82,22.1828,0.592506
5289.42,22.0856,0.576537
5373.33,21.9736,0.560996
5458.58,21.8416,0.545877
5545.17,21.6817,0.531164
5633.14,21.4802,0.516847
5722.51,21.2109,0.502917
5813.29,20.8127,0.489362
5905.52,20.0761,0.476172
5988.92,14.5038,0.46472
5989.12,12.9403,0.0905398
5989.2,11.3003,0.466772
5989.3,-39.3223,3.84481
6084.32,20.3878,3.75403
6180.84,21.1962,3.66539
6278.89,21.6807,3.57883
6378.5,22.0291,3.49433
6479.69,22.3011,3.41182
6582.49,22.5236,3.33126
6686.91,22.7112,3.2526
6793,22.8728,3.1758
6900.76,23.0142,3.10081
7010.24,23.1395,3.02759
7121.45,23.2516,2.9561
7234.43,23.3527,2.8863
7349.2,23.4449,2.81815
7465.79,23.5311,2.7516
7584.22,23.6104,2.68469
7704.54,23.6824,2.61497
7826.77,23.7464,2.54705
7950.93,23.8042,2.4809
8077.07,23.8568,2.41647
8205.21,23.9047,2.35371
8335.38,23.9485,2.29259
8467.61,23.9887,2.23305
8601.94,24.0254,2.17505
8738.41,24.0592,2.11856
8877.04,24.0902,2.06355
9017.86,24.1187,2.00995
9160.92,24.145,1.95775
9306.25,24.1692,1.90691
9453.89,24.1915,1.85739
9603.87,24.2121,1.80915
9756.23,24.2312,1.76216
9911,24.2495,1.7164
10068.2,24.2674,1.67182
10228,24.2837,1.62546
10390.2,24.2972,1.58024
10555.1,24.3089,1.53628
10722.5,24.3192,1.49353
10892.6,24.3281,1.45198
11065.4,24.3359,1.41159
11241,24.3426,1.37231
11419.3,24.3484,1.33414
11600.4,24.3532,1.29702
11784.5,24.3573,1.26094
11971.4,24.3606,1.22585
12161.3,24.3633,1.19175
12354.3,24.3653,1.1586
12550.3,24.3667,1.12636
12749.4,24.3676,1.09503
12951.6,24.3681,1.06456
13157.1,24.3681,1.03494
13365.8,24.3676,1.00615
13577.9,24.3669,0.978159
13793.3,24.3658,0.950946
14012.1,24.3644,0.924488
14234.4,24.3628,0.898769
14460.2,24.3612,0.873765
14689.6,24.3595,0.849001
14922.6,24.3572,0.824512
15159.4,24.3545,0.800729
15399.9,24.3514,0.777631
15644.2,24.348,0.7552
15892.3,24.3444,0.733417
16144.5,24.3406,0.71226
16400.6,24.3366,0.691715
16660.8,24.3324,0.671763
16925.1,24.3281,0.652386
17193.6,24.3237,0.633567
17466.3,24.3191,0.615292
17743.4,24.3145,0.597544
18024.9,24.3098,0.580307
18310.9,24.305,0.563568
18601.4,24.3002,0.547312
18896.5,24.2954,0.531524
19196.2,24.2905,0.516192
19500.8,24.2855,0.501303
19810.1,24.2806,0.486843
20124.4,24.2756,0.472799
20443.7,24.2706,0.459161
20768,24.2657,0.445917
21097.5,24.2607,0.433053
21432.2,24.2558,0.420562
21772.2,24.2509,0.408431
22117.6,24.246,0.396649
22468.4,24.2411,0.385208
22824.9,24.2362,0.374097
23187,24.2314,0.363305
23554.8,24.2267,0.352826
23928.5,24.222,0.342649
24308.1,24.2173,0.332765
24693.7,24.2127,0.323166
25085.5,24.2082,0.313844
25483.5,24.2038,0.304792
25887.7,24.1995,0.295999
26298.4,24.1954,0.287298
26715.6,24.1912,0.278625
27139.4,24.1869,0.270205
27570,24.1826,0.262031
28007.4,24.1783,0.254095
28451.7,24.174,0.246392
28903.1,24.1698,0.238915
29361.6,24.1656,0.231657
29827.4,24.1614,0.224612
30000,24.1599,0.222082
