E_eV,f1,f2
111.8,-3.21583,0.378238
112,-3.42252,1.0386
112.25,-3.41684,1.3819
112.5,-3.59292,1.57501
112.75,-3.95038,2.03965
113,-3.99197,3.05986
113.25,-3.32582,4.01793
113.5,-2.3851,4.15418
113.75,-1.77257,3.84564
114,-1.49267,3.56793
114.25,-1.40646,3.26353
114.5,-1.45558,3.11127
114.75,-1.51462,3.06546
115,-1.58085,3.03372
115.5,-1.68141,3.14487
115.75,-1.68766,3.23324
116,-1.67443,3.28469
116.25,-1.69668,3.30771
116.5,-1.74476,3.36223
116.75,-1.841,3.42546
117,-1.91971,3.58866
117.25,-2.01798,3.75177
117.5,-2.09181,4.02099
117.75,-1.98599,4.48576
118,-1.69069,4.69519
118.25,-1.41511,4.80543
118.5,-1.1717,4.79021
118.75,-1.03307,4.76242
119,-0.919695,4.72326
119.25,-0.899806,4.70943
119.5,-0.833607,4.73952
120.5,-0.607801,5.01171
121,-0.546931,4.97342
121.5,-0.418154,5.37885
122,-0.0951663,5.50733
122.5,0.195563,5.47638
123,0.28727,5.41101
123.5,0.285511,5.46448
124,0.326778,5.80078
125,0.899833,6.30269
125.5,1.34102,6.64803
126,1.95659,6.68559
126.5,2.54905,6.6479
127,3.16414,6.40082
127.5,3.67151,6.01367
128,3.96394,5.39328
128.5,4.07172,5.00813
129,4.14772,4.55903
129.5,4.13409,4.20865
130,4.07072,3.8273
130.5,3.96867,3.59578
131,3.81583,3.26529
131.5,3.62226,3.15721
132,3.45638,3.02786
133,3.17671,2.9266
133.5,3.07605,2.9356
134,3.00843,2.93684
134.5,2.96221,2.94578
135.5,2.89396,2.93779
136,2.87584,2.94397
136.5,2.86874,2.93959
137.5,2.85627,2.89893
138,2.83336,2.87398
138.5,2.81506,2.87098
139,2.79734,2.84887
140,2.73715,2.83539
141,2.69982,2.87711
141.5,2.70638,2.90329
142,2.7155,2.90287
142.5,2.72019,2.91465
143,2.72987,2.91685
143.5,2.74333,2.9265
144,2.75592,2.91495
144.5,2.76383,2.91585
145,2.76841,2.90262
145.5,2.77007,2.90346
146,2.76964,2.89577
146.5,2.76561,2.89537
148,2.76343,2.93154
148.5,2.77483,2.94822
149,2.7874,2.95243
150,2.81919,2.98597
151,2.85322,2.98029
152,2.86818,2.98203
153,2.89266,3.01367
153.5,2.89847,3.01671
155,2.93623,3.06074
155.5,2.96092,3.08803
156.5,3.01251,3.1284
157,3.0443,3.14926
157.5,3.08675,3.17679
158,3.13492,3.18715
159,3.2283,3.19053
160,3.32359,3.19716
160.5,3.37652,3.19224
161.5,3.48313,3.16079
162,3.5344,3.15119
163,3.64004,3.07868
164.5,3.74596,2.93822
165.5,3.78278,2.85215
166,3.79484,2.81725
167,3.82135,2.73264
167.5,3.82362,2.6968
168,3.81959,2.65488
169.5,3.80124,2.57094
170,3.79268,2.5518
170.5,3.78838,2.54214
171,3.78748,2.52605
171.5,3.78804,2.51896
172.99,3.80814,2.4736
173.99,3.80347,2.4339
174.5,3.81339,2.43394
175.51,3.829,2.40213
176,3.83339,2.38083
176.5,3.83871,2.36562
177.51,3.85216,2.32073
178,3.8443,2.28306
178.5,3.84361,2.27434
180,3.79942,2.22984
181,3.78489,2.22505
181.51,3.78464,2.22872
182,3.77923,2.21064
183.5,3.77455,2.19974
184.49,3.77588,2.18992
187.474,3.78737,2.16785
187.5,3.78737,2.16766
188,3.7791,2.1558
188.5,3.77675,2.16037
189,3.77711,2.15869
190,3.78555,2.16413
190.5,3.79166,2.15995
191,3.79603,2.16059
192,3.80715,2.14936
193.51,3.82898,2.14231
194,3.83942,2.13531
194.5,3.84007,2.11653
195,3.83469,2.11378
195.5,3.83653,2.11602
196.5,3.84812,2.10677
197.5,3.85281,2.09245
199.01,3.86036,2.09404
200,3.87172,2.08193
201.5,3.88191,2.07385
203,3.8945,2.07146
204.5,3.92105,2.06855
207,3.9678,2.04405
207.5,3.97172,2.03179
208.01,3.97628,2.03019
208.5,3.97935,2.02063
210.5,4.00635,2.00156
212,4.02425,1.97791
212.5,4.0276,1.97716
213,4.03863,1.96995
213.5,4.04264,1.95601
214.5,4.04244,1.94417
215,4.04818,1.94719
215.5,4.05146,1.93625
217,4.07177,1.91827
218,4.07937,1.90175
219,4.08572,1.89162
220,4.09161,1.87778
220.5,4.09066,1.87308
221,4.09659,1.87799
221.5,4.10445,1.86891
222,4.11052,1.8648
222.5,4.115,1.85638
223,4.12075,1.85152
223.5,4.12176,1.84131
224,4.12134,1.83756
224.5,4.12348,1.84253
226,4.15704,1.82599
226.49,4.16101,1.81782
227.5,4.1785,1.80946
228,4.1919,1.79537
228.5,4.19439,1.77053
229,4.19072,1.76739
229.5,4.19374,1.75778
230.5,4.19691,1.74263
231,4.20734,1.7386
231.5,4.21071,1.72476
232,4.2121,1.70717
234.5,4.215,1.6665
235,4.2048,1.65173
235.5,4.20096,1.64949
236.5,4.20132,1.65027
237.5,4.20371,1.63115
238,4.20288,1.62857
238.5,4.20322,1.62029
239.5,4.20097,1.61693
240,4.20624,1.61172
240.5,4.20812,1.60246
241,4.2111,1.59846
241.5,4.20782,1.58125
242,4.19755,1.57866
242.5,4.1993,1.58572
243.5,4.21118,1.57948
244,4.20763,1.5614
244.5,4.20246,1.56099
245,4.19678,1.55568
246,4.19512,1.55713
246.5,4.19511,1.55644
247.5,4.19613,1.55114
248.5,4.18859,1.55086
248.99,4.19626,1.56821
249.5,4.21213,1.56785
250,4.22653,1.55043
251.54,4.26661,1.54085
255.608,4.25156,1.50042
259.743,4.26764,1.46106
263.944,4.28045,1.42272
268.213,4.29117,1.38539
272.551,4.30032,1.34904
276.959,4.30821,1.31364
281.439,4.31501,1.27917
285.991,4.32087,1.24561
290.617,4.32588,1.21293
295.317,4.33013,1.1811
300.094,4.33368,1.15011
304.947,4.33653,1.11993
309.88,4.33874,1.09055
314.892,4.34029,1.06193
319.985,4.34126,1.03488
325.16,4.34227,1.00851
330.42,4.34307,0.982821
335.764,4.34364,0.957781
341.195,4.34399,0.93338
346.713,4.34413,0.9096
352.321,4.34408,0.886427
358.02,4.34387,0.863843
363.81,4.34352,0.841835
369.695,4.34307,0.820388
375.674,4.34247,0.799486
381.75,4.34234,0.779118
387.925,4.34238,0.759267
394.199,4.34228,0.738576
400.575,4.34177,0.718448
407.054,4.34059,0.697922
413.638,4.33897,0.677984
420.328,4.33688,0.658616
427.126,4.33438,0.639799
434.035,4.33165,0.621521
441.055,4.3287,0.603766
448.189,4.32557,0.586516
455.438,4.32228,0.569761
462.804,4.31886,0.553484
470.29,4.31532,0.537671
477.896,4.31169,0.522311
485.626,4.30798,0.50739
493.48,4.30421,0.492894
501.462,4.30038,0.478813
509.573,4.29651,0.465133
517.815,4.29262,0.451845
526.19,4.28871,0.438937
534.701,4.2848,0.426397
543.349,4.28091,0.414215
552.137,4.27707,0.402382
561.068,4.27342,0.390887
570.142,4.26964,0.379297
579.364,4.26575,0.368051
588.735,4.26181,0.357139
598.257,4.25782,0.34655
607.933,4.25382,0.336275
617.766,4.24986,0.326305
627.758,4.24601,0.31663
637.912,4.24229,0.307242
648.229,4.23849,0.297321
658.714,4.23444,0.28772
669.368,4.22972,0.27843
680.195,4.22459,0.270148
691.196,4.22029,0.262802
702.376,4.21661,0.255654
713.736,4.2131,0.247975
725.28,4.20947,0.240525
737.011,4.20574,0.233102
748.932,4.20199,0.225907
761.045,4.19823,0.218934
773.354,4.19446,0.212177
785.863,4.19072,0.205628
798.573,4.187,0.199281
811.49,4.18331,0.193131
824.615,4.17967,0.18717
837.952,4.17606,0.181392
851.505,4.17249,0.175794
865.278,4.16897,0.170368
879.273,4.16547,0.16511
893.495,4.16203,0.160057
907.946,4.15866,0.15516
922.631,4.1554,0.150411
937.554,4.1522,0.145809
952.719,4.14905,0.14125
968.128,4.14591,0.136834
983.787,4.1428,0.132557
999.699,4.13974,0.128412
1015.87,4.13672,0.124398
1032.3,4.13375,0.120509
1049,4.13082,0.116741
1065.96,4.12794,0.113091
1083.2,4.12511,0.109556
1100.72,4.12233,0.106131
1118.53,4.1196,0.102813
1136.62,4.11692,0.0995984
1155,4.11429,0.0964847
1173.68,4.1117,0.0934681
1192.67,4.10917,0.0905461
1211.96,4.10668,0.0877153
1231.56,4.10424,0.084973
1251.48,4.10185,0.0823165
1271.72,4.09951,0.079743
1292.29,4.09722,0.0772499
1313.19,4.09497,0.0748349
1334.43,4.09277,0.0724952
1356.01,4.09061,0.0702288
1377.95,4.08851,0.0680301
1400.23,4.08644,0.0659001
1422.88,4.08442,0.0638369
1445.9,4.08245,0.0618382
1469.28,4.08052,0.0599022
1493.05,4.07864,0.0580268
1517.2,4.07683,0.05621
1541.73,4.07504,0.0543948
1566.67,4.07327,0.0526382
1592.01,4.07153,0.0509382
1617.76,4.06982,0.0492933
1643.93,4.06814,0.0477014
1670.52,4.0665,0.0461609
1697.53,4.06489,0.0446702
1724.99,4.06331,0.0432276
1752.89,4.06176,0.0418316
1781.24,4.06025,0.0404807
1810.05,4.05877,0.0391734
1839.33,4.05733,0.0379083
1869.08,4.05592,0.0366841
1899.31,4.05453,0.0354994
1930.03,4.05319,0.034353
1961.25,4.05187,0.0332436
1992.97,4.05059,0.03217
2025.2,4.04935,0.0311311
2057.96,4.04813,0.0300957
2091.24,4.04693,0.0290947
2125.07,4.04575,0.028127
2159.44,4.0446,0.0271914
2194.37,4.04346,0.026287
2229.86,4.04236,0.0254127
2265.93,4.04127,0.0245675
2302.57,4.04021,0.0237503
2339.82,4.03918,0.0229604
2377.66,4.03817,0.0221967
2416.12,4.03718,0.0214584
2455.2,4.03621,0.0207447
2494.91,4.03527,0.0200547
2535.26,4.03435,0.0193877
2576.27,4.03345,0.0187429
2617.94,4.03257,0.0181195
2660.28,4.03171,0.0175168
2703.31,4.03088,0.0169342
2747.03,4.03006,0.0163709
2791.46,4.02926,0.0158264
2836.61,4.02849,0.0153
2882.49,4.02773,0.0147911
2929.11,4.027,0.0142992
2976.49,4.02628,0.0138236
3024.63,4.02559,0.0133638
3073.55,4.02491,0.0129072
3123.26,4.02424,0.0124663
3173.78,4.02359,0.0120403
3225.11,4.02295,0.011629
3277.28,4.02233,0.0112317
3330.29,4.02172,0.010848
3384.15,4.02113,0.0104774
3438.89,4.02055,0.0101194
3494.51,4.01998,0.00977365
3551.03,4.01943,0.00943974
3608.46,4.0189,0.00911724
3666.83,4.01837,0.00880575
3726.13,4.01786,0.00850491
3786.4,4.01736,0.00821432
3847.64,4.01688,0.00793369
3909.88,4.01641,0.00766264
3973.12,4.01595,0.00740085
4037.38,4.0155,0.00714801
4102.68,4.01506,0.0069038
4169.04,4.01464,0.00666401
4236.47,4.01423,0.00643256
4304.99,4.01382,0.00620915
4374.62,4.01343,0.0059935
4445.37,4.01304,0.00578535
4517.27,4.01267,0.00558442
4590.34,4.0123,0.00539045
4664.58,4.01195,0.00520323
4740.03,4.0116,0.00502252
4816.7,4.01126,0.00484809
4894.6,4.01093,0.00467971
4973.77,4.01061,0.00451716
5054.21,4.0103,0.00436028
5135.96,4.01,0.00420884
5219.03,4.0097,0.00406267
5303.45,4.00941,0.00391977
5389.23,4.00913,0.00378191
5476.39,4.00886,0.00364888
5564.97,4.0086,0.00352054
5654.98,4.00834,0.00339671
5746.44,4.00808,0.00327724
5839.39,4.00784,0.00316197
5933.83,4.0076,0.00305075
6029.81,4.00737,0.00294344
6127.33,4.00714,0.00283992
6226.44,4.00692,0.00274003
6327.15,4.00671,0.00264365
6429.48,4.0065,0.00254975
6533.48,4.0063,0.00245918
6639.15,4.0061,0.00237183
6746.53,4.00591,0.00228759
6855.65,4.00572,0.00220633
6966.54,4.00554,0.00212796
7079.21,4.00536,0.00205238
7193.71,4.00519,0.00197947
7310.07,4.00502,0.00190916
7428.3,4.00485,0.00184135
7548.45,4.00469,0.00177595
7670.54,4.00454,0.00171287
7794.6,4.00439,0.00165202
7920.68,4.00424,0.00159334
8048.79,4.0041,0.00153675
8178.97,4.00396,0.00148216
8311.26,4.00383,0.00142952
8445.68,4.0037,0.00137819
8582.29,4.00357,0.0013287
8721.1,4.00345,0.00128099
8862.16,4.00333,0.00123499
9005.49,4.00321,0.00119064
9151.15,4.0031,0.00114789
9299.16,4.00299,0.00110667
9449.57,4.00288,0.00106693
9602.41,4.00277,0.00102862
9757.72,4.00267,0.000991686
9915.54,4.00257,0.000956077
10075.9,4.00248,0.000921746
10238.9,4.00238,0.000888646
10404.5,4.00229,0.000856737
10572.8,4.00221,0.000825973
10743.8,4.00212,0.000796314
10917.6,4.00204,0.000767721
11094.1,4.00196,0.000740154
11273.6,4.00188,0.000713574
11455.9,4.0018,0.000687952
11641.2,4.00173,0.000663249
11829.5,4.00165,0.000639433
12020.8,4.00158,0.000616473
12215.3,4.00152,0.000594337
12412.8,4.00145,0.000572994
12613.6,4.00139,0.000552174
12817.6,4.00132,0.000532111
13024.9,4.00126,0.000512776
13235.6,4.0012,0.000494145
13449.7,4.00115,0.000476188
13667.2,4.00109,0.000458886
13888.3,4.00104,0.000442212
14112.9,4.00098,0.000426144
14341.2,4.00093,0.00041066
14573.1,4.00088,0.000395739
14808.8,4.00083,0.000381358
15048.3,4.00079,0.000367502
15291.7,4.00074,0.000354148
15539.1,4.0007,0.00034128
15790.4,4.00065,0.00032888
16045.8,4.00061,0.000316929
16305.3,4.00057,0.000305413
16569.1,4.00053,0.000294207
16837,4.00049,0.000283413
17109.4,4.00046,0.000273015
17386.1,4.00042,0.000262998
17667.3,4.00039,0.000253348
17953.1,4.00035,0.000244052
18243.4,4.00032,0.000235098
18538.5,4.00029,0.000226472
18838.4,4.00026,0.000218163
19143,4.00023,0.000210159
19452.7,4.0002,0.000202447
19767.3,4.00017,0.000195019
20087,4.00014,0.000187864
20411.9,4.00011,0.000180971
20742.1,4.00009,0.000174332
21077.5,4.00006,0.000167935
21418.5,4.00004,0.000161773
21764.9,4.00001,0.000155838
22116.9,3.99999,0.00015012
22474.6,3.99997,0.000144612
22838.1,3.99995,0.000139307
23207.5,3.99992,0.000134195
23582.9,3.9999,0.000129271
23964.3,3.99988,0.000124528
24351.9,3.99986,0.000119959
24745.8,3.99985,0.000115558
25146.1,3.99983,0.000111318
25552.8,3.99981,0.000107234
25966.1,3.99979,0.000103299
26386,3.99978,9.95092e-05
26812.8,3.99976,9.58583e-05
27246.5,3.99974,9.23412e-05
27687.2,3.99973,8.89532e-05
28135,3.99971,8.56893e-05
28590.1,3.9997,8.25453e-05
29052.5,3.99969,7.95168e-05
29522.4,3.99967,7.65993e-05
29999.9,3.99966,7.37888e-05
30000,3.99966,7.37882e-05
