E_eV,f1,f2
10,-9999,3.94851
10.1617,-9999,3.95531
10.3261,-9999,3.96212
10.4931,-9999,3.96894
10.6628,-9999,3.97577
10.8353,-9999,3.98262
11.0105,-9999,3.98948
11.1886,-9999,3.99635
11.3696,-9999,4.00322
11.5535,-9999,4.01012
11.7404,-9999,4.01702
11.9303,-9999,4.02394
12.1232,-9999,4.00019
12.3193,-9999,3.9593
12.5186,-9999,3.91883
12.721,-9999,3.87876
12.9268,-9999,3.83911
13.1359,-9999,3.79987
13.3483,-9999,3.76102
13.5642,-9999,3.72257
13.7836,-9999,3.68452
14.0066,-9999,3.64513
14.2331,-9999,3.5502
14.4633,-9999,3.45774
14.6972,-9999,3.36769
14.935,-9999,3.27998
15.1765,-9999,3.19455
15.422,-9999,3.11136
15.6714,-9999,3.03032
15.9249,-9999,2.9514
16.1825,-9999,2.83114
16.4442,-9999,2.69869
16.7102,-9999,2.57244
16.9805,-9999,2.4521
17.2551,-9999,2.33738
17.5342,-9999,2.22803
17.8178,-9999,2.1238
18.106,-9999,1.97554
18.3988,-9999,1.76138
18.6964,-9999,1.57043
18.9988,-9999,1.40019
19.3061,-9999,1.2484
19.6184,-9999,1.11306
19.9357,-9999,0.992396
20.2581,-9999,0.862336
20.5858,-9999,0.753564
20.9187,-9999,0.698871
21.2571,-9999,0.648148
21.6009,-9999,0.602543
21.9503,-9999,0.561516
22.3053,-9999,0.523281
22.6661,-9999,0.496895
23.0327,-9999,0.478071
23.4052,-9999,0.459962
23.7838,-9999,0.442538
24.1685,-9999,0.425774
24.5594,-9999,0.413096
24.9566,-9999,0.403041
25.3602,-9999,0.393231
25.7704,-9999,0.38366
26.1872,-9999,0.374321
26.6108,-9999,0.36521
27.0412,-9999,0.366288
27.4786,-9999,0.367374
27.923,-9999,0.368463
28.3747,-9999,0.369555
28.8336,-9999,0.37065
29.3,3.8338,0.371749
29.7739,3.80691,0.372851
30.2554,3.78097,0.373956
30.7448,3.75582,0.375064
31.2421,3.73048,0.376176
31.7474,3.7055,0.378088
32.2609,3.68147,0.381996
32.7827,3.65905,0.385945
33.3129,3.63764,0.389935
33.8517,3.61703,0.393965
34.3992,3.59711,0.398038
34.9556,3.57779,0.402152
35.521,3.559,0.406309
36.0955,3.54071,0.410509
36.6793,3.52286,0.414753
37.2726,3.50545,0.41904
37.8754,3.48848,0.423372
38.488,3.472,0.427748
39.1106,3.45628,0.43217
39.7431,3.44176,0.435537
40.386,3.42689,0.437136
41.0392,3.4105,0.438741
41.7029,3.39378,0.440351
42.3774,3.37667,0.441968
43.0629,3.35917,0.44359
43.7594,3.3413,0.445218
44.4671,3.32304,0.446852
45.1864,3.3044,0.448493
45.9172,3.28549,0.450139
46.6599,3.26615,0.451198
47.4146,3.24599,0.451979
48.1815,3.22476,0.452762
48.9608,3.20267,0.453547
49.7527,3.17964,0.454332
50.5574,3.15558,0.455119
51.3751,3.13042,0.455908
52.2061,3.10325,0.456698
53.0505,3.07444,0.458301
53.9085,3.04507,0.461948
54.7804,3.01545,0.465624
55.6665,2.98498,0.469328
56.5668,2.95338,0.473062
57.4817,2.9204,0.476826
58.4115,2.88519,0.48062
59.3562,2.84598,0.484444
60.3163,2.80606,0.494947
61.2918,2.76788,0.506504
62.2832,2.73042,0.518332
63.2906,2.69333,0.530436
64.3142,2.65696,0.542822
65.3545,2.62418,0.554884
66.4115,2.58874,0.558968
67.4857,2.54971,0.563081
68.5772,2.50917,0.567224
69.6864,2.46935,0.571398
70.8135,2.43129,0.566814
71.9588,2.38275,0.552979
73.1227,2.32504,0.539483
74.3054,2.26322,0.526316
75.5072,2.19828,0.504782
76.7285,2.11635,0.477417
77.9695,2.01618,0.451535
79.2306,1.9017,0.427364
80.5121,1.77437,0.422623
81.8143,1.64458,0.417936
83.1376,1.50518,0.4133
84.4823,1.34727,0.409326
85.8487,1.17621,0.415946
87.2373,0.995339,0.422674
88.6483,0.794497,0.42951
90.0821,0.568059,0.436457
91.5391,0.306962,0.444926
93.0197,0.00161588,0.456528
94.5242,-0.366911,0.468434
96.053,-0.841388,0.48065
97.6066,-1.52605,0.495035
99.1853,-2.88115,0.517644
99.5,-3.50392,0.522228
99.524,-3.56793,0.517644
99.549,-3.65086,0.517841
99.576,-3.74861,0.521284
99.601,-3.84977,0.535297
99.626,-3.95788,0.552022
99.649,-4.07048,0.581748
99.676,-4.2137,0.630001
99.699,-4.33738,0.708784
99.726,-4.47439,0.813415
99.749,-4.57087,0.941569
99.775,-4.65499,1.07721
99.826,-4.76959,1.37513
99.851,-4.79109,1.52203
99.875,-4.78699,1.65993
99.899,-4.76674,1.77995
99.926,-4.73984,1.87968
99.951,-4.72571,1.97448
99.974,-4.69897,2.05815
100,-4.67405,2.13311
100.03,-4.6549,2.20171
100.12,-4.60024,2.41667
100.18,-4.60059,2.49729
100.22,-4.62085,2.58505
100.25,-4.6451,2.62089
100.28,-4.70275,2.67241
100.3,-4.73916,2.73072
100.35,-4.82406,2.9136
100.38,-4.87754,3.01959
100.45,-4.89461,3.39622
100.48,-4.89177,3.52655
100.5,-4.87133,3.64732
100.55,-4.80557,3.86847
100.6,-4.71048,4.10668
100.62,-4.63514,4.23678
100.68,-4.54337,4.36464
100.7,-4.48607,4.49509
100.75,-4.33702,4.75764
100.77,-4.23325,4.85961
100.8,-4.07337,4.94637
100.85,-3.81798,5.0743
100.9,-3.56548,5.12335
101,-3.15785,5.13032
101.02,-3.08861,5.12048
101.25,-2.521,5.15904
101.32,-2.30405,5.19959
101.38,-2.08534,5.20146
101.4,-2.00971,5.18989
101.45,-1.8127,5.13442
101.5,-1.65152,5.02977
101.6,-1.41105,4.78618
101.63,-1.36359,4.72648
101.65,-1.35292,4.65861
101.75,-1.25455,4.44125
101.82,-1.21389,4.30165
101.88,-1.19458,4.1862
101.9,-1.20985,4.13288
101.95,-1.20581,4.0885
102,-1.19801,3.97606
102.03,-1.2271,3.9301
102.05,-1.24904,3.89784
102.1,-1.28103,3.86731
102.15,-1.3099,3.80579
102.18,-1.33991,3.78427
102.25,-1.397,3.76802
102.3,-1.42608,3.74849
102.35,-1.46728,3.74261
102.4,-1.50309,3.76084
102.45,-1.52538,3.79386
102.53,-1.50608,3.87484
102.55,-1.48153,3.89373
102.6,-1.42009,3.90179
102.65,-1.36279,3.88239
102.7,-1.3182,3.83958
102.78,-1.29202,3.76416
102.88,-1.29963,3.67993
102.95,-1.32951,3.64539
103,-1.34633,3.63286
103.12,-1.36198,3.65919
103.2,-1.32264,3.65521
103.28,-1.27117,3.62578
103.32,-1.25882,3.57767
103.35,-1.242,3.56029
103.43,-1.23327,3.47903
103.45,-1.26147,3.442
103.55,-1.32267,3.37538
103.6,-1.36022,3.35329
103.62,-1.37658,3.35242
103.7,-1.4269,3.33036
103.8,-1.48061,3.33205
103.88,-1.50969,3.3394
104,-1.5363,3.33472
104.1,-1.56167,3.31576
104.22,-1.62193,3.27368
104.28,-1.654,3.27417
104.43,-1.72694,3.28606
104.47,-1.75387,3.27978
104.5,-1.76829,3.28791
104.53,-1.78693,3.28885
104.57,-1.80294,3.29751
104.65,-1.83679,3.30856
104.73,-1.8727,3.30556
104.75,-1.88124,3.31109
104.8,-1.90801,3.30176
104.9,-1.98706,3.33116
104.93,-2.00067,3.33359
104.95,-2.00298,3.34991
105.03,-2.0457,3.36298
105.15,-2.11934,3.39504
105.18,-2.13949,3.40977
105.25,-2.17952,3.43515
105.32,-2.21343,3.47153
105.35,-2.23848,3.47688
105.43,-2.28483,3.52378
105.5,-2.32999,3.56457
105.55,-2.35832,3.60198
105.6,-2.38578,3.64781
105.63,-2.39089,3.66569
105.75,-2.44861,3.77644
105.78,-2.45326,3.79743
105.85,-2.48245,3.88408
105.87,-2.48052,3.91584
105.97,-2.42689,4.01616
106.03,-2.39972,4.04717
106.07,-2.3824,4.06604
106.1,-2.37398,4.06874
106.23,-2.38361,4.11947
106.27,-2.37996,4.15308
106.32,-2.37462,4.16809
106.4,-2.36004,4.21391
106.43,-2.36196,4.22064
106.45,-2.36509,4.23983
106.55,-2.33925,4.28215
106.62,-2.33379,4.30894
106.65,-2.33507,4.32546
106.7,-2.32865,4.34622
106.75,-2.32543,4.37918
106.8,-2.311,4.39528
106.87,-2.30275,4.43789
106.92,-2.28031,4.45074
106.97,-2.27262,4.47446
107,-2.25035,4.47193
107.15,-2.24976,4.52075
107.17,-2.23267,4.52195
107.2,-2.22431,4.5356
107.28,-2.22372,4.53468
107.3,-2.22218,4.54692
107.32,-2.21789,4.54827
107.35,-2.21747,4.55993
107.4,-2.22568,4.56521
107.42,-2.21201,4.58499
107.5,-2.21196,4.60002
107.53,-2.21439,4.60834
107.55,-2.21478,4.62406
107.58,-2.20227,4.6321
107.6,-2.20862,4.62922
107.62,-2.19987,4.64804
107.67,-2.19745,4.66695
107.73,-2.18227,4.67472
107.75,-2.193,4.68717
107.85,-2.17068,4.70239
107.88,-2.18424,4.71832
107.93,-2.18294,4.73505
107.95,-2.19199,4.75539
108.07,-2.15772,4.7966
108.22,-2.13084,4.82955
108.28,-2.1124,4.85593
108.42,-2.08897,4.88059
108.45,-2.08958,4.88346
108.52,-2.07611,4.9132
108.57,-2.06068,4.91793
108.6,-2.05985,4.93016
108.73,-2.02793,4.92866
108.83,-2.03087,4.94162
108.9,-2.01993,4.96783
109,-1.99875,4.97239
109.03,-1.99361,4.97267
109.07,-1.99579,4.95935
109.12,-2.00066,4.97576
109.2,-2.00421,4.98276
109.25,-1.99981,4.99897
109.27,-1.98698,4.98829
109.35,-2.00603,4.99135
109.38,-2.0085,4.98316
109.4,-2.01211,4.99342
109.43,-2.02183,4.98967
109.45,-2.01515,5.00593
109.53,-2.04292,5.0158
109.55,-2.03376,5.03141
109.57,-2.03838,5.02656
109.6,-2.03677,5.04483
109.62,-2.03705,5.03873
109.67,-2.02773,5.05325
109.8,-2.05572,5.08673
109.97,-2.05841,5.1222
110,-2.08477,5.13791
110.5,-2.08318,5.28267
111,-2.07105,5.45779
111.5,-2.02987,5.61544
112.5,-1.94845,5.85909
114,-1.92517,6.1645
114.5,-1.96395,6.33338
115,-1.98987,6.51862
115.5,-1.9632,6.72312
117,-1.77809,7.40254
117.5,-1.61173,7.59488
118,-1.45934,7.7718
118.5,-1.28616,7.87553
119,-1.13984,8.02234
119.5,-0.959918,8.05843
121.433,-0.578394,8.42371
121.5,-0.573231,8.4366
122,-0.405651,8.51447
123.5,-0.0264126,8.67192
124,0.0779155,8.69958
124.5,0.171345,8.77704
125,0.293945,8.78726
127,0.572464,9.00076
127.5,0.671836,9.04215
128.5,0.827038,9.19455
129.5,0.995074,9.33439
130,1.11832,9.43724
131.5,1.53131,9.68832
133,2.07611,9.80683
133.5,2.28741,9.78221
134.5,2.61972,9.60861
136,2.84736,9.24827
136.5,2.87943,9.17385
137,2.87745,9.11857
137.5,2.85152,9.03612
139.5,2.83348,9.09883
140,2.84307,9.12631
140.5,2.88384,9.18357
141.5,3.0031,9.19764
142,3.03093,9.17508
142.5,3.03358,9.18522
143,3.03374,9.17393
144,3.03215,9.32209
145,3.099,9.41818
145.5,3.16288,9.49844
146,3.22259,9.51997
146.5,3.28049,9.57995
147,3.34172,9.60862
147.5,3.41479,9.66258
148,3.48151,9.6735
148.5,3.56199,9.71113
149.5,3.68256,9.71835
150,3.70254,9.69979
150.5,3.68373,9.74096
151,3.69207,9.8471
151.5,3.76904,10.0037
152,3.949,10.118
152.5,4.15147,10.1431
153.5,4.47402,9.96424
154.5,4.52214,9.69132
155,4.47788,9.64167
155.5,4.41664,9.63644
156,4.38177,9.66128
156.5,4.35929,9.73288
157.5,4.3902,9.79855
158,4.36737,9.87036
158.5,4.42951,9.99628
159,4.48663,9.99841
160,4.57954,10.1071
162.5,4.84589,10.5019
163.5,5.05409,10.6336
164.5,5.27583,10.7324
165.5,5.50795,10.7656
166.5,5.73389,10.8239
167,5.79695,10.78
167.5,5.86489,10.9015
169,6.35522,10.952
170,6.66644,10.921
171.5,7.13398,10.7554
172,7.24279,10.5495
172.5,7.29281,10.5369
173,7.38343,10.4391
173.5,7.52303,10.4208
174,7.606,10.1923
174.5,7.64212,10.1249
175,7.66842,9.98038
176,7.68591,9.82584
176.5,7.67332,9.72546
177,7.68563,9.66145
178,7.67511,9.60542
178.5,7.6974,9.51565
179,7.64095,9.49283
179.5,7.63925,9.43704
179.99,7.55398,9.49765
182.901,7.85149,9.42072
185.859,7.94847,9.34442
188.866,8.10574,9.2664
191.92,8.27005,9.17918
195.025,8.43202,9.09278
198.179,8.59128,9.00719
201.384,8.74251,8.92241
204.641,8.88646,8.8501
207.951,9.0396,8.78533
211.315,9.19861,8.72104
214.733,9.36085,8.65722
218.206,9.53668,8.59386
221.735,9.72509,8.52313
225.322,9.90451,8.41115
228.966,10.0644,8.30065
232.669,10.2142,8.19159
236.432,10.3574,8.08397
240.257,10.4958,7.97776
244.143,10.6314,7.87295
248.091,10.7716,7.76952
252.104,10.9063,7.65024
256.182,11.0283,7.53005
260.325,11.1426,7.41174
264.536,11.2509,7.29529
268.814,11.3543,7.18067
273.162,11.4535,7.06784
277.58,11.5489,6.9568
282.07,11.6411,6.8475
286.632,11.7306,6.73991
291.268,11.8181,6.63402
295.979,11.9057,6.52979
300.767,11.9918,6.42157
305.631,12.0733,6.31071
310.575,12.1486,6.20175
315.598,12.2203,6.09469
320.702,12.2889,5.98947
325.89,12.3551,5.88607
331.161,12.4191,5.78445
336.517,12.4812,5.68459
341.96,12.542,5.58645
347.491,12.6018,5.49
353.111,12.6614,5.39523
358.822,12.7222,5.30208
364.626,12.7889,5.21055
370.523,12.8576,5.10056
376.516,12.9142,4.98768
382.606,12.9608,4.87731
388.795,13.0027,4.76937
395.083,13.0407,4.66382
401.473,13.0753,4.56061
407.967,13.1069,4.45967
414.565,13.136,4.36098
421.27,13.1628,4.26447
428.084,13.1876,4.17009
435.008,13.2107,4.07781
442.044,13.2322,3.98756
449.194,13.2527,3.89931
456.459,13.2727,3.81302
463.842,13.2933,3.72727
471.344,13.3117,3.63809
478.968,13.326,3.55105
486.715,13.3375,3.46608
494.587,13.3472,3.38316
502.587,13.3552,3.30221
510.715,13.3617,3.2232
518.976,13.367,3.14609
527.37,13.3711,3.07081
535.9,13.3742,2.99734
544.567,13.3764,2.92563
553.375,13.3779,2.85563
562.326,13.3789,2.7873
571.421,13.3797,2.72061
580.663,13.3815,2.65552
590.055,13.3832,2.58813
599.599,13.3823,2.52006
609.297,13.3786,2.45378
619.151,13.3731,2.38925
629.166,13.3663,2.32641
639.342,13.3582,2.26522
649.683,13.3491,2.20565
660.191,13.339,2.14764
670.869,13.3278,2.09115
681.72,13.3158,2.03616
692.746,13.3006,1.98261
703.951,13.2845,1.93392
715.336,13.2706,1.88812
726.906,13.2578,1.84339
738.664,13.2453,1.79973
750.611,13.2332,1.7571
762.751,13.2215,1.71548
775.088,13.2102,1.67484
787.625,13.1996,1.63517
800.364,13.1912,1.59508
813.309,13.1807,1.55256
826.464,13.1685,1.51118
839.831,13.1555,1.47089
853.415,13.1418,1.43168
867.218,13.1278,1.39352
881.245,13.1136,1.35637
895.498,13.1001,1.32021
909.982,13.0874,1.28196
924.7,13.0717,1.24308
939.656,13.0542,1.20538
954.855,13.0353,1.16882
970.299,13.0154,1.13337
985.992,12.9946,1.09899
1001.94,12.9729,1.06561
1018.15,12.9502,1.03318
1034.61,12.9266,1.00174
1051.35,12.902,0.971249
1068.35,12.8761,0.941688
1085.63,12.8487,0.913028
1103.19,12.8192,0.887547
1121.03,12.7911,0.864407
1139.17,12.7632,0.841817
1157.59,12.735,0.819826
1176.31,12.7063,0.798411
1195.34,12.6771,0.777531
1214.67,12.647,0.757139
1234.32,12.6159,0.737234
1254.28,12.5837,0.717856
1274.57,12.5503,0.698989
1295.19,12.5156,0.680609
1316.13,12.4792,0.662552
1337.42,12.4409,0.644954
1359.05,12.4006,0.627806
1381.04,12.3579,0.611117
1403.37,12.3125,0.594814
1426.07,12.264,0.578892
1449.14,12.212,0.563357
1472.58,12.1559,0.54824
1496.39,12.095,0.533519
1520.6,12.0284,0.518512
1545.19,11.9546,0.503884
1570.18,11.8721,0.489627
1595.58,11.779,0.475781
1621.39,11.6727,0.462322
1647.61,11.5493,0.44924
1674.26,11.4029,0.436529
1701.34,11.2243,0.42418
1728.86,10.9982,0.412181
1756.82,10.6935,0.399995
1785.24,10.2377,0.388066
1814.11,9.37942,0.3764
1815,9.33435,0.376049
1838.8,2.82013,0.366843
1839,2.82204,2.26608
1838.9,7.96957,4.15773
1860,9.34866,4.09222
1890.08,10.4859,4.00184
1920.65,11.1017,3.9134
1951.72,11.5305,3.82687
1983.29,11.8609,3.74224
2015.37,12.1301,3.65896
2047.96,12.3571,3.57698
2081.09,12.5533,3.49664
2114.75,12.7254,3.41523
2148.95,12.8775,3.33521
2183.71,13.0131,3.25641
2219.03,13.135,3.17868
2254.92,13.2452,3.10245
2291.39,13.3453,3.02741
2328.45,13.4369,2.95359
2366.11,13.5205,2.88121
2404.38,13.5972,2.80993
2443.27,13.6676,2.74011
2482.79,13.7324,2.67152
2522.95,13.7921,2.60424
2563.75,13.8472,2.53844
2605.22,13.8981,2.47374
2647.36,13.9449,2.41045
2690.18,13.9882,2.34854
2733.69,14.0282,2.28769
2777.9,14.0651,2.22827
2822.83,14.0991,2.17014
2868.49,14.1305,2.1132
2914.89,14.1594,2.05756
2962.03,14.1859,2.00307
3009.94,14.2104,1.94988
3058.62,14.2329,1.89788
3108.09,14.2535,1.84703
3158.37,14.2723,1.79742
3209.45,14.2894,1.7489
3261.36,14.3051,1.70154
3314.11,14.3194,1.65534
3367.71,14.3322,1.61015
3422.18,14.3438,1.56612
3477.53,14.3542,1.52314
3533.78,14.3635,1.48119
3590.94,14.3718,1.44032
3649.02,14.3791,1.40039
3708.04,14.3855,1.36149
3768.01,14.391,1.32359
3828.96,14.3957,1.28658
3890.89,14.3997,1.25056
3953.82,14.4029,1.21543
4017.77,14.4055,1.1812
4082.75,14.4075,1.14788
4148.79,14.4089,1.11537
4215.89,14.4097,1.08375
4284.08,14.4101,1.05295
4353.37,14.41,1.02294
4423.78,14.4094,0.993744
4495.33,14.4085,0.965295
4568.04,14.4071,0.937606
4641.93,14.4054,0.910663
4717.01,14.4034,0.884415
4793.3,14.4011,0.858896
