E_eV,f1,f2
73.1227,15.9371,9.36244
74.3054,15.9129,8.96567
75.5072,15.8508,8.58572
76.7285,15.7548,8.22187
77.9695,15.6253,7.87344
79.2306,15.4599,7.53977
80.5121,15.2219,7.22025
81.8143,14.9401,7.01668
83.1376,14.7189,6.83406
84.4823,14.4847,6.6562
85.8487,14.19,6.48297
87.2373,13.8528,6.41944
88.6483,13.5949,6.39767
90.0821,13.3437,6.37597
91.5391,13.0514,6.35435
93.0197,12.7481,6.46132
94.5242,12.5343,6.57744
96.053,12.3424,6.69565
97.6066,12.1603,6.81598
99.1853,11.9869,6.95704
100.79,11.8412,7.10582
102.42,11.7088,7.25779
104.076,11.5874,7.41301
105.76,11.4748,7.57154
107.47,11.3687,7.73347
109.208,11.265,7.89886
110.975,11.1605,8.08209
112.77,11.073,8.27812
114.594,10.9983,8.47891
116.447,10.9335,8.68457
118.331,10.8776,8.89521
120.245,10.8307,9.11096
122.189,10.7924,9.33195
124.166,10.7632,9.5583
126.174,10.7436,9.79013
128.215,10.7361,10.0276
130.288,10.7438,10.2622
132.396,10.754,10.4914
134.537,10.7655,10.7258
136.713,10.7827,10.9654
138.924,10.8062,11.2103
141.171,10.837,11.4608
143.455,10.876,11.7168
145.775,10.9245,11.9785
148.133,10.9839,12.2461
150.529,11.0586,12.5196
152.963,11.154,12.7855
155.438,11.2502,13.0416
157.952,11.3488,13.3029
160.506,11.4571,13.5694
163.102,11.5855,13.8412
165.74,11.7297,14.0867
168.421,11.863,14.3324
171.145,12.0026,14.5824
173.913,12.1614,14.8368
176.726,12.3323,15.0535
179.585,12.4794,15.2684
182.489,12.6209,15.4864
185.441,12.7536,15.7076
188.44,12.879,15.9487
191.488,13.0221,16.2006
194.585,13.1736,16.4564
197.733,13.3332,16.7162
200.931,13.5019,16.9801
204.181,13.6845,17.2482
207.483,13.8791,17.5039
210.839,14.0698,17.7602
214.249,14.2646,18.0202
217.714,14.4653,18.284
221.236,14.6727,18.5517
224.814,14.8879,18.8233
228.45,15.1117,19.0988
232.145,15.3452,19.3784
235.9,15.5894,19.6622
239.716,15.8455,19.95
243.593,16.1154,20.2421
247.533,16.4008,20.5384
251.536,16.7046,20.8391
255.605,17.0307,21.1442
259.739,17.3853,21.4538
263.94,17.7909,21.7678
268.209,18.276,22.0865
272.547,18.7921,22.1984
276.955,19.2212,22.301
281.435,19.6185,22.4041
285.987,19.9988,22.5077
290.612,20.3687,22.6118
295.313,20.7328,22.7163
300.089,21.0982,22.8214
304.943,21.4711,22.9157
309.875,21.8288,22.9921
314.887,22.1749,23.0687
319.98,22.5144,23.1456
325.156,22.8494,23.2227
330.415,23.1811,23.3002
335.759,23.5117,23.3778
341.19,23.8444,23.4485
346.708,24.166,23.5139
352.316,24.4799,23.5795
358.014,24.786,23.6452
363.805,25.0772,23.7111
369.689,25.3425,23.782
375.669,25.6139,23.9201
381.745,25.9156,24.059
387.919,26.2331,24.1987
394.193,26.5627,24.3392
400.569,26.9032,24.4806
407.048,27.2537,24.6228
413.632,27.6111,24.7657
420.322,27.9811,24.9265
427.12,28.3782,25.0905
434.029,28.802,25.2555
441.049,29.2635,25.4217
448.182,29.7857,25.589
455.431,30.3544,25.6513
462.797,30.9276,25.6348
470.283,31.4258,25.5791
477.889,31.89,25.5228
485.619,32.3372,25.4664
493.473,32.7731,25.4104
501.455,33.2037,25.3555
509.565,33.6348,25.2998
517.807,34.0772,25.2376
526.182,34.521,25.153
534.693,34.9662,25.025
543.341,35.3629,24.8763
552.129,35.7322,24.7302
561.06,36.0735,24.5716
570.134,36.3407,24.4232
579.356,36.6067,24.3858
588.726,36.8999,24.3779
598.248,37.2461,24.3889
607.925,37.6284,24.3999
617.757,38.0499,24.4107
627.749,38.5373,24.415
637.902,39.07,24.339
648.22,39.6431,24.145
658.704,40.0977,23.8749
669.358,40.4841,23.6077
680.185,40.8126,23.3804
691.186,41.1576,23.1836
702.366,41.52,22.9923
713.726,41.901,22.7619
725.27,42.2408,22.5057
737,42.5579,22.2525
748.921,42.8606,22.0019
761.034,43.1546,21.7535
773.343,43.4424,21.5028
785.851,43.729,21.2376
798.562,43.9879,20.9614
811.478,44.2286,20.6886
824.603,44.4557,20.4192
837.94,44.6721,20.1532
851.493,44.8784,19.8867
865.265,45.0757,19.6195
879.26,45.2583,19.3523
893.482,45.4295,19.0886
907.933,45.5916,18.8282
922.618,45.7471,18.5711
937.541,45.8934,18.3085
952.705,46.0288,18.0471
968.114,46.1513,17.7871
983.772,46.2639,17.5307
999.684,46.3695,17.2765
1015.85,46.4694,17.0243
1032.28,46.558,16.7608
1048.98,46.6332,16.4973
1065.95,46.6901,16.2339
1083.19,46.732,15.9743
1100.71,46.7604,15.7187
1118.51,46.7756,15.467
1136.6,46.7779,15.2189
1154.98,46.7672,14.9747
1173.67,46.7436,14.7343
1192.65,46.7071,14.4976
1211.94,46.658,14.2647
1231.54,46.5978,14.0353
1251.46,46.5245,13.8026
1271.7,46.4384,13.5662
1292.27,46.3238,13.3245
1313.17,46.1841,13.0874
1334.41,46.0204,12.8543
1355.99,45.8309,12.6248
1377.93,45.614,12.3993
1400.21,45.3675,12.1776
1422.86,45.0883,11.9599
1445.87,44.773,11.746
1469.26,44.418,11.5351
1493.02,44.0159,11.3266
1517.17,43.5577,11.1181
1541.71,43.0326,10.9128
1566.65,42.4282,10.7113
1591.99,41.7273,10.5132
1617.74,40.9055,10.3185
1643.9,39.9275,10.1275
1670.49,38.739,9.93941
1697.51,37.2501,9.7548
1724.97,35.2987,9.57377
1752.87,32.5247,9.392
1781.22,27.8205,9.2128
1809.1,-5.97426,9.04256
1809.3,-5.97629,27.4052
1810.03,6.32169,27.3945
1839.3,25.379,26.9707
1869.05,19.714,26.5534
1871.5,7.04788,26.5197
1871.7,7.08657,39.3036
1899.28,32.616,38.4902
1930,37.7974,37.6174
1961.22,41.1784,36.7643
1992.94,43.7143,35.9303
2000,44.1954,35.7489
2026,45.7756,35.103
2052,47.1073,34.4675
2079,48.2741,33.8286
2106,49.2578,33.2094
2134,50.1068,32.5882
2161,50.7671,32.0063
2190,51.2909,31.4014
2218,51.5653,30.8356
2247,51.4224,30.2673
2277,48.9035,29.6974
2280.9,43.2632,29.6246
2281.1,43.2704,34.5246
2306,52.5275,33.9369
2337,54.4424,33.2277
2367,55.6539,32.5634
2398,56.6138,31.901
2429,57.3832,31.2594
2461,58.0213,30.6189
2493,58.5109,30.0011
2526,58.8275,29.3837
2559,58.695,28.7879
2574.8,55.8033,28.5096
2575,55.8065,30.4546
2592,59.2502,30.1542
2626,60.3896,29.568
2660,61.1071,29.0016
2695,61.6739,28.4383
2730,62.1165,27.8922
2766,62.4375,27.3487
2802,62.4707,26.8229
2819.5,60.7116,26.5733
2819.7,60.7136,27.7619
2839,62.923,27.5031
2876,63.72,27.0186
2914,64.2912,26.5335
2952,64.7689,26.0625
2990,65.1894,25.6028
3029,65.5776,25.1449
3069,65.94,24.6872
3109,66.2712,24.2412
3150,66.5826,23.7971
3191,66.8702,23.3661
3232,67.1358,22.9455
3275,67.3933,22.5181
3317,67.6264,22.1119
3361,67.8527,21.6986
3405,68.0625,21.2974
3449,68.2569,20.9068
3494,68.4415,20.5202
3540,68.6165,20.1348
3586,68.7781,19.7614
3633,68.9312,19.3912
3680,69.0729,19.0315
3729,69.2095,18.6681
3777,69.3333,18.322
3827,69.452,17.9724
3877,69.5614,17.6336
3927,69.6626,17.3048
3979,69.7592,16.9725
4031,69.8476,16.6503
4083,69.9285,16.3379
4137,70.0053,16.023
4191,70.0751,15.7178
4245,70.1386,15.4219
4301,70.1982,15.124
4357,70.2518,14.8352
4414,70.3006,14.5502
4472,70.345,14.2691
4530,70.3842,13.9965
4589,70.4192,13.7275
4649,70.4501,13.4624
4710,70.4772,13.2011
4771,70.5,12.9478
4834,70.5195,12.6942
4897,70.5349,12.4483
4961,70.5469,12.2062
5026,70.5555,11.9681
5091,70.5609,11.7372
5158,70.5631,11.5066
5225,70.5623,11.2829
5294,70.5583,11.0598
5363,70.5515,10.8436
5433,70.5418,10.6311
5504,70.5294,10.4222
5576,70.5143,10.2171
5649,70.4965,10.0153
5722,70.4763,9.82006
5797,70.4533,9.6256
5873,70.4278,9.43465
5950,70.3997,9.24739
6027,70.3696,9.06587
6106,70.3367,8.88565
6186,70.3014,8.70859
6267,70.2637,8.53518
6349,70.2235,8.36489
6432,70.1809,8.1982
6516,70.1358,8.03454
6601,70.0883,7.87442
6687,70.0384,7.71749
6774,69.986,7.56346
6863,69.9302,7.41103
6952,69.8724,7.2633
7043,69.8112,7.11719
7135,69.7473,6.97415
7229,69.6797,6.83259
7323,69.6096,6.6953
7419,69.5355,6.55981
7516,69.4579,6.42691
7614,69.3765,6.29741
7713,69.2914,6.17023
7814,69.2008,6.04476
7916,69.1058,5.92228
8019,69.0057,5.80226
8124,68.899,5.68369
8230,68.786,5.56793
8338,68.665,5.45375
8447,68.5361,5.34204
8557,68.3982,5.23297
8669,68.2487,5.1255
8782,68.0875,5.02065
8897,67.9109,4.91726
9013,67.7173,4.81603
9131,67.5014,4.71652
9250,67.2597,4.61904
9371,66.9828,4.52347
9494,66.6592,4.42916
9618,66.2737,4.33729
9743,65.7951,4.2477
9900.58,64.9743,4.14269
10060.7,63.5971,4.04058
10206.7,49.2616,3.95105
10206.9,49.2628,10.1858
10223.4,59.3366,10.1559
10388.8,64.0994,9.86408
10556.8,65.3275,9.58067
10727.6,65.975,9.3054
10901.1,66.3264,9.03804
11077.4,66.4483,8.77837
11256.6,66.301,8.52616
11438.6,65.5802,8.2812
11543.9,58.6099,8.14452
11544.1,58.6113,11.4044
11623.6,65.4777,11.2733
11811.7,66.7987,10.9729
12002.7,67.0878,10.6804
12099.7,64.0134,10.5366
12099.9,64.0141,12.0866
12196.8,67.6906,11.941
12394.1,68.7159,11.6534
12594.6,69.3706,11.3715
12798.3,69.8814,11.095
13005.3,70.3058,10.824
13215.6,70.6696,10.5584
13429.4,70.9872,10.2983
13646.6,71.268,10.0435
13867.3,71.5183,9.79402
14091.6,71.7428,9.54983
14319.5,71.9451,9.31086
14551.1,72.1281,9.07704
14786.5,72.294,8.84832
15025.6,72.4446,8.62463
15268.7,72.5816,8.4059
15515.6,72.7063,8.19207
15766.6,72.8198,7.98307
16021.6,72.9231,7.77881
16280.7,73.0171,7.57924
16544.1,73.1026,7.38427
16811.6,73.1802,7.19384
17083.6,73.2506,7.00785
17359.9,73.3144,6.82625
17640.6,73.3719,6.64895
17926,73.4237,6.47587
18215.9,73.4702,6.30693
18510.5,73.5117,6.14207
18809.9,73.5487,5.98119
19114.2,73.5813,5.82423
19423.3,73.61,5.6711
19737.5,73.635,5.52173
20056.7,73.6565,5.37605
20381.1,73.6748,5.23397
20710.8,73.6901,5.09543
21045.7,73.7026,4.96035
21386.1,73.7124,4.82864
21732,73.7198,4.70026
22083.5,73.7249,4.57511
22440.7,73.7278,4.45313
22803.7,73.7287,4.33424
23172.5,73.7278,4.21839
23547.3,73.7252,4.1055
23928.2,73.7209,3.9955
24315.2,73.7151,3.88832
24708.5,73.7078,3.78391
25108.1,73.6993,3.68219
25514.2,73.6895,3.58311
25926.9,73.6786,3.4866
26346.2,73.6665,3.3926
26772.4,73.6535,3.30105
27205.4,73.6396,3.21189
27645.4,73.6248,3.12506
28092.6,73.6091,3.04051
28546.9,73.5927,2.95818
29008.7,73.5756,2.87802
29477.9,73.5578,2.79997
29954.6,73.5395,2.72398
30000,73.5377,2.71692
